public_space_id,osm_id,place_type,name,source_layer,nearest_crossing_id,nearest_crossing_m,crossing_within_100m,crossing_within_150m,route_nearest_crossing_id,route_nearest_crossing_m,route_vs_straight_ratio,nearest_major_road_class,nearest_major_road_m,major_road_within_150m,signals_within_50m,traffic_calming_within_100m,base_risk_score,public_space_review_priority_score,public_space_access_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0249,232404691,park,,gis_osm_landuse_a_free_1,cross_0237,80.4,True,True,cross_0240,138.9,1.71,secondary,59.7,True,0,0,35,35,"[""high_network_detour_ratio"", ""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192284.332386 675661.874839),34.916344052419475,32.17411085216911
gen_0264,232410369,park,,gis_osm_landuse_a_free_1,cross_0253,100.8,False,True,cross_0253,131.8,1.31,secondary,88.9,True,0,0,35,35,"[""major_road_within_150m"", ""no_mapped_crossing_within_100m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191207.411036 675788.743064),34.90492214949086,32.17522840081017
gen_0323,969908611,park,,gis_osm_landuse_a_free_1,cross_0206,78.1,True,True,cross_0206,128.2,1.64,tertiary,79.5,True,0,0,35,35,"[""high_network_detour_ratio"", ""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193580.055497 676400.15356),34.93006213745147,32.18079899160536
gen_0222,1122018320,park,,gis_osm_landuse_a_free_1,cross_0004,57.3,True,True,cross_0004,111.2,1.94,primary,23.0,True,0,0,35,35,"[""high_network_detour_ratio"", ""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190236.676038 676086.593867),34.894620633002205,32.1778895496499
gen_0225,1194231266,park,,gis_osm_landuse_a_free_1,cross_0293,36.7,True,True,cross_0292,90.4,2.36,tertiary,75.3,True,0,0,35,35,"[""high_network_detour_ratio"", ""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194195.958305 677068.863371),34.93657514204403,32.18684323391522
gen_0246,210979600,park,,gis_osm_landuse_a_free_1,cross_0304,48.0,True,True,cross_0304,86.9,1.81,secondary,45.1,True,1,0,35,35,"[""high_network_detour_ratio"", ""major_road_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192711.138244 675420.987438),34.92087603511508,32.17194881555091
gen_0265,232410373,park,,gis_osm_landuse_a_free_1,cross_0253,53.1,True,True,cross_0253,81.5,1.53,secondary,57.2,True,0,0,35,35,"[""high_network_detour_ratio"", ""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191252.260901 675809.510903),34.90539706808834,32.175416804231276
gen_0325,1064176672,playground,,gis_osm_pois_a_free_1,cross_0206,64.7,True,True,cross_0206,74.1,1.15,tertiary,79.9,True,0,0,35,35,"[""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193579.756573 676360.150819),34.9300600495106,32.180438250649054
gen_0226,1214970508,park,,gis_osm_landuse_a_free_1,cross_0339,34.6,True,True,cross_0276,61.9,1.36,secondary,114.1,True,0,0,35,35,"[""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190962.780377 675270.641823),34.90234382024227,32.17055014054881
gen_0266,232410376,park,,gis_osm_landuse_a_free_1,cross_0291,38.2,True,True,cross_0291,46.4,1.21,tertiary,73.7,True,0,0,35,35,"[""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191085.123692 676836.838646),34.90359449949264,32.18467675111413
gen_0287,299607001,park,,gis_osm_landuse_a_free_1,cross_0284,30.8,True,True,cross_0284,42.7,1.39,secondary,33.7,True,1,0,35,35,"[""major_road_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193023.501797 675294.99906),34.924191302997016,32.17082006326981
gen_0303,643149769,park,,gis_osm_landuse_a_free_1,cross_0190,24.8,True,True,cross_0190,34.1,1.38,secondary,25.9,True,0,0,35,35,"[""major_road_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190059.493127 677584.455848),34.892695938082866,32.191392202453535
gen_0330,1385637203,playground,,gis_osm_pois_free_1,cross_0287,144.0,False,True,cross_0264,306.4,1.37,secondary,152.0,False,0,0,10,30,"[""no_mapped_crossing_within_100m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192212.557706 675449.447129),34.91558909950929,32.17219350063368
